,global_entity_id,orders,threshold,performance_metric,value
904,TB_OM,3,0.3,precision_recall_auc,0.67
296,TB_OM,4,0.3,accuracy,0.43
698,TB_OM,4,0.3,f1_score,0.5
1100,TB_OM,4,0.3,precision_recall_auc,0.62
206,TB_OM,1,0.5,accuracy,0.5
608,TB_OM,1,0.5,f1_score,0.12
1010,TB_OM,1,0.5,precision_recall_auc,0.39
2,TB_OM,2,0.5,accuracy,0.54
404,TB_OM,2,0.5,f1_score,0.31
806,TB_OM,2,0.5,precision_recall_auc,0.51
101,TB_OM,3,0.5,accuracy,0.58
503,TB_OM,3,0.5,f1_score,0.35
905,TB_OM,3,0.5,precision_recall_auc,0.53
297,TB_OM,4,0.5,accuracy,0.6
699,TB_OM,4,0.5,f1_score,0.38
1101,TB_OM,4,0.5,precision_recall_auc,0.52
3,TB_OM,2,0.7,accuracy,0.57
405,TB_OM,2,0.7,f1_score,0.05
807,TB_OM,2,0.7,precision_recall_auc,0.58
102,TB_OM,3,0.7,accuracy,0.58
504,TB_OM,3,0.7,f1_score,0.02
906,TB_OM,3,0.7,precision_recall_auc,0.51
298,TB_OM,4,0.7,accuracy,0.62
700,TB_OM,4,0.7,f1_score,0.03
1102,TB_OM,4,0.7,precision_recall_auc,0.41
116,TB_QA,3,0.3,accuracy,0.42
518,TB_QA,3,0.3,f1_score,0.59
920,TB_QA,3,0.3,precision_recall_auc,0.71
312,TB_QA,4,0.3,accuracy,0.37
714,TB_QA,4,0.3,f1_score,0.53
1116,TB_QA,4,0.3,precision_recall_auc,0.68
218,TB_QA,1,0.5,accuracy,0.55
620,TB_QA,1,0.5,f1_score,0.15
1022,TB_QA,1,0.5,precision_recall_auc,0.53
16,TB_QA,2,0.5,accuracy,0.6
418,TB_QA,2,0.5,f1_score,0.38
820,TB_QA,2,0.5,precision_recall_auc,0.62
117,TB_QA,3,0.5,accuracy,0.62
519,TB_QA,3,0.5,f1_score,0.41
921,TB_QA,3,0.5,precision_recall_auc,0.59
313,TB_QA,4,0.5,accuracy,0.64
715,TB_QA,4,0.5,f1_score,0.38
1117,TB_QA,4,0.5,precision_recall_auc,0.53
118,TB_QA,3,0.7,accuracy,0.58
520,TB_QA,3,0.7,f1_score,0.01
922,TB_QA,3,0.7,precision_recall_auc,0.38
314,TB_QA,4,0.7,accuracy,0.64
716,TB_QA,4,0.7,f1_score,0.03
1118,TB_QA,4,0.7,precision_recall_auc,0.69
213,YS_TR,1,0.3,accuracy,0.66
615,YS_TR,1,0.3,f1_score,0.11
1017,YS_TR,1,0.3,precision_recall_auc,0.45
12,YS_TR,2,0.3,accuracy,0.69
414,YS_TR,2,0.3,f1_score,0.26
816,YS_TR,2,0.3,precision_recall_auc,0.51
112,YS_TR,3,0.3,accuracy,0.69
514,YS_TR,3,0.3,f1_score,0.32
916,YS_TR,3,0.3,precision_recall_auc,0.57
307,YS_TR,4,0.3,accuracy,0.71
709,YS_TR,4,0.3,f1_score,0.35
1111,YS_TR,4,0.3,precision_recall_auc,0.57
214,YS_TR,1,0.5,accuracy,0.66
616,YS_TR,1,0.5,f1_score,0.0
1018,YS_TR,1,0.5,precision_recall_auc,0.42
13,YS_TR,2,0.5,accuracy,0.68
415,YS_TR,2,0.5,f1_score,0.02
817,YS_TR,2,0.5,precision_recall_auc,0.49
113,YS_TR,3,0.5,accuracy,0.66
515,YS_TR,3,0.5,f1_score,0.03
917,YS_TR,3,0.5,precision_recall_auc,0.5
308,YS_TR,4,0.5,accuracy,0.68
710,YS_TR,4,0.5,f1_score,0.05
1112,YS_TR,4,0.5,precision_recall_auc,0.52
